Q6GZX4 001R_FRG3G
Q08CH6 CATIP_DANRE
Q7Z7H3 CATIP_HUMAN
B9EKE5 CATIP_MOUSE
M0RAU5 CATIP_RAT
Q0IHI3 CATIP_XENLA
Q8VPF3 CATI_PSEKB
Q9R014 CATJ_MOUSE
Q8VPF2 CATJ_PSEKB
Q63088 CATJ_RAT
Q5E968 CATK_BOVIN
Q3ZKN1 CATK_CANLF
Q90686 CATK_CHICK
P43235 CATK_HUMAN
P61276 CATK_MACFA
P61277 CATK_MACMU
P55097 CATK_MOUSE
Q9GLE3 CATK_PIG
P43236 CATK_RABIT
O35186 CATK_RAT
P25975 CATL1_BOVIN
Q9GL24 CATL1_CANLF
P09648 CATL1_CHICK
Q9GKL8 CATL1_CHLAE
Q09093 CATL1_FASHE
P25773 CATL1_FELCA
P07711 CATL1_HUMAN
P06797 CATL1_MOUSE
Q94714 CATL1_PARTE
Q28944 CATL1_PIG
P07154 CATL1_RAT
Q10991 CATL1_SHEEP
Q5E998 CATL2_BOVIN
P80342 CATL2_FASHE
O60911 CATL2_HUMAN
A0E358 CATL2_PARTE
P80532 CATL3_FASHE
Q5NE16 CATL3_HUMAN
Q94715 CATL3_PARTE
P80528 CATL4_FASHE
P80533 CATL9_FASHE
Q24940 CATLL_FASHE
O97397 CATLL_PHACE
O17473 CATL_BRUPA
Q95029 CATL_DROME
Q26636 CATL_SARPE
Q26534 CATL_SCHMA
P07774 CATM_ACIAD
Q9JL96 CATM_MOUSE
O67911 CATNT_AQUAE
Q9KC89 CATNT_BACHD
Q5WGA1 CATNT_BACSK
Q9RVP2 CATNT_DEIRA
Q74B57 CATNT_GEOSL
Q55428 CATNT_SYNY3
Q72K91 CATNT_THET2
P43234 CATO_HUMAN
Q8BM88 CATO_MOUSE
Q21286 CATP5_CAEEL
Q9QZE3 CATQ_RAT
Q13166 CATR1_HUMAN
Q27177 CATR1_PARTE
Q27179 CATR2_PARTE
Q27178 CATR3_PARTE
Q94726 CATR4_PARTE
Q3SEK0 CATR5_PARTE
Q3SEK2 CATR6_PARTE
O33945 CATR_ACILW
P55303 CATR_ASPNG
P41210 CATR_ATRNU
P05434 CATR_CHLRE
P54213 CATR_DUNSA
Q24956 CATR_GIAIN
Q9JIA9 CATR_MOUSE
P53441 CATR_NAEGR
P20667 CATR_PSEPU
Q06827 CATR_SCHDU
P43645 CATR_SPESI
P43646 CATR_TETST
P25326 CATS_BOVIN
Q8HY81 CATS_CANLF
P25774 CATS_HUMAN
O70370 CATS_MOUSE
Q02765 CATS_RAT
Q8HY82 CATS_SAIBB
A6ZV70 CATT_YEAS7
P06115 CATT_YEAST
O91466 CATV_GVCPM
Q9PYY5 CATV_GVXN
P25783 CATV_NPVAC
Q80LP4 CATV_NPVAH
Q91CL9 CATV_NPVAP
P41721 CATV_NPVBM
Q9YWK4 CATV_NPVBS
Q6VTL7 CATV_NPVCD
P41715 CATV_NPVCF
Q91GE3 CATV_NPVEP
Q9WGE0 CATV_NPVHC
Q8V5U0 CATV_NPVHZ
Q9YMP9 CATV_NPVLD
Q8QLK1 CATV_NPVMC
O10364 CATV_NPVOP
Q8B9D5 CATV_NPVR1
Q9J8B9 CATV_NPVSE
Q91BH1 CATV_NPVST
Q9TST1 CATW_FELCA
P56202 CATW_HUMAN
P56203 CATW_MOUSE
P94377 CATX_BACSU
G5EGP8 CATZ1_CAEEL
P05689 CATZ_BOVIN
Q9UBR2 CATZ_HUMAN
Q9WUU7 CATZ_MOUSE
Q6PN98 CATZ_ONCVO
Q9R1T3 CATZ_RAT
P62578 CAT_ACIAN
P62579 CAT_ACIBA
P00487 CAT_BACPU
P22782 CAT_CAMCO
Q02736 CAT_CLOBU
P11504 CAT_CLODI
P62577 CAT_ECOLX
P58777 CAT_KLESP
P07641 CAT_PROMI
P62580 CAT_SALTI
P25309 CAT_STAIN
P20074 CAT_STRAC
Q03058 CAT_STRAG
P49417 CAT_VIBAN
P54269 CAUP_DROME
L0GBR1 CAURO_UROYA
Q07DV9 CAV1_AOTNA
Q00PJ9 CAV1_ATEAB
P79132 CAV1_BOVIN
Q94051 CAV1_CAEEL
Q2QLG6 CAV1_CALJA
P33724 CAV1_CANLF
P35431 CAV1_CHICK
Q2IBA5 CAV1_CHLAE
Q07DZ2 CAV1_COLGU
Q07E49 CAV1_DASNO
Q2QL79 CAV1_DIDVI
A1X149 CAV1_ECHTE
Q2IBG8 CAV1_EULMM
A0M8S7 CAV1_FELCA
Q2IBF0 CAV1_GORGO
Q2QLB0 CAV1_HORSE
Q03135 CAV1_HUMAN
Q108U7 CAV1_LOXAF
Q2QL90 CAV1_MICMU
P49817 CAV1_MOUSE
Q09YK1 CAV1_MUNMU
Q07DX1 CAV1_MUNRE
Q07E25 CAV1_MUSPF
Q07E38 CAV1_NEONE
Q07DY2 CAV1_NOMLE
Q07E02 CAV1_ORNAN
Q2QLH7 CAV1_OTOGA
Q2QLF2 CAV1_PANTR
A0M8R6 CAV1_PAPAN
Q6RVA9 CAV1_PIG
Q2QLC1 CAV1_PLEMO
Q2IBD7 CAV1_PONAB
Q09YN6 CAV1_RABIT
P41350 CAV1_RAT
Q2IBC1 CAV1_RHIFE
Q09YH8 CAV1_SAIBB
Q6B3Y2 CAV1_SHEEP
Q9YGM8 CAV1_TAKRU
Q07DW0 CAV2_AOTNA
Q00PK0 CAV2_ATEAB
Q09YL4 CAV2_ATEGE
Q66WT7 CAV2_BOVIN
Q18879 CAV2_CAEEL
Q2QLG7 CAV2_CALJA
O46550 CAV2_CANLF
Q2QLD3 CAV2_CARPS
Q2IBA4 CAV2_CHLAE
Q07DZ3 CAV2_COLGU
Q07E50 CAV2_DASNO
Q2QL80 CAV2_DIDVI
A1X148 CAV2_ECHTE
Q2IBG9 CAV2_EULMM
A0M8S6 CAV2_FELCA
Q2IBF3 CAV2_GORGO
Q2QLB1 CAV2_HORSE
P51636 CAV2_HUMAN
Q108U8 CAV2_LOXAF
Q2QL91 CAV2_MICMU
Q9WVC3 CAV2_MOUSE
Q09YK2 CAV2_MUNMU
Q07DX2 CAV2_MUNRE
Q07E26 CAV2_MUSPF
Q07E39 CAV2_NEONE
Q2QLH8 CAV2_OTOGA
Q2QLF3 CAV2_PANTR
A0M8R5 CAV2_PAPAN
Q2QLE2 CAV2_PIG
Q2QLC2 CAV2_PLEMO
Q2IBD6 CAV2_PONAB
Q09YN7 CAV2_RABIT
Q2IBC5 CAV2_RAT
Q2IBC2 CAV2_RHIFE
Q09YH9 CAV2_SAIBB
Q09YJ1 CAV2_SHEEP
Q9YGM9 CAV2_TAKRU
Q2KI43 CAV3_BOVIN
P56539 CAV3_HUMAN
P51637 CAV3_MOUSE
Q3ZDQ5 CAV3_PIG
P51638 CAV3_RAT
P0DPT1 CAVEJ_VAEME
Q6NZI2 CAVN1_HUMAN
O54724 CAVN1_MOUSE
P85125 CAVN1_RAT
O95810 CAVN2_HUMAN
Q63918 CAVN2_MOUSE
Q66H98 CAVN2_RAT
A4FV37 CAVN3_BOVIN
Q969G5 CAVN3_HUMAN
Q91VJ2 CAVN3_MOUSE
Q9Z1H9 CAVN3_RAT
A5PJI6 CAVN4_BOVIN
Q5BKX8 CAVN4_HUMAN
A2AMM0 CAVN4_MOUSE
B1PRL5 CAVN4_RAT
A2VDA9 CAVN4_XENLA
P05548 CAVPT_BRALA
O01305 CAVP_BRAFL
P04573 CAVP_BRALA
B3P773 CAV_DROER
Q95RV2 CAV_DROME
B4HGK2 CAV_DROSE
B4QT24 CAV_DROSI
B4PKZ7 CAV_DROYA
Q769E5 CAX1A_ORYSJ
Q5TKG3 CAX1B_ORYSJ
Q5KTQ9 CAX1C_ORYSJ
Q39253 CAX1_ARATH
Q39254 CAX2_ARATH
Q5KQN0 CAX2_ORYSJ
Q93Z81 CAX3_ARATH
Q6K1C4 CAX3_ORYSJ
Q945S5 CAX4_ARATH
Q6YXZ1 CAX4_ORYSJ
P53223 CAX4_YEAST
Q8L783 CAX5_ARATH
Q9LFZ8 CAX6_ARATH
Q0ZAI3 CAXA_ALKAM
Q75XW3 CAX_APHHA
P74072 CAX_SYNY3
O77256 CAY1_CONIM
Q0VCC0 CAYP1_BOVIN
P10463 CAYP1_CANLF
Q13938 CAYP1_HUMAN
P41150 CAYP1_RABIT
Q9BXY5 CAYP2_HUMAN
Q9GKR6 CAYP2_MACFA
Q8BUG5 CAYP2_MOUSE
A4FUA8 CAZA1_BOVIN
P13127 CAZA1_CHICK
P52907 CAZA1_HUMAN
Q4R959 CAZA1_MACFA
P47753 CAZA1_MOUSE
Q5NVM0 CAZA1_PONAB
B2GUZ5 CAZA1_RAT
P25229 CAZA1_XENLA
Q07DV7 CAZA2_AOTNA
A4D7Q3 CAZA2_ARTJA
Q00PJ7 CAZA2_ATEAB
Q09YL0 CAZA2_ATEGE
Q5E997 CAZA2_BOVIN
Q2QLG4 CAZA2_CALJA
A0M8V0 CAZA2_CANLF
Q2QLD1 CAZA2_CARPS
P28497 CAZA2_CHICK
Q2IBA7 CAZA2_CHLAE
Q07DZ0 CAZA2_COLGU
Q07E47 CAZA2_DASNO
Q2QL78 CAZA2_DIDVI
A1X151 CAZA2_ECHTE
A0M8S9 CAZA2_FELCA
Q2IBE7 CAZA2_GORGO
Q2QLA8 CAZA2_HORSE
P47755 CAZA2_HUMAN
Q108U5 CAZA2_LOXAF
A4D7S9 CAZA2_MACEU
Q4R5G1 CAZA2_MACFA
Q2QL88 CAZA2_MICMU
Q2QL99 CAZA2_MONDO
P47754 CAZA2_MOUSE
Q09YJ9 CAZA2_MUNMU
Q07E23 CAZA2_MUSPF
Q07E36 CAZA2_NEONE
Q07DY0 CAZA2_NOMLE
Q07E00 CAZA2_ORNAN
Q2QLH5 CAZA2_OTOGA
Q2QLF0 CAZA2_PANTR
A0M8R8 CAZA2_PAPAN
Q29221 CAZA2_PIG
Q2QLB9 CAZA2_PLEMO
Q5R4P6 CAZA2_PONAB
Q09YN4 CAZA2_RABIT
Q3T1K5 CAZA2_RAT
Q2IBB9 CAZA2_RHIFE
Q09YH6 CAZA2_SAIBB
Q96KX2 CAZA3_HUMAN
Q4R7M8 CAZA3_MACFA
P70190 CAZA3_MOUSE
Q9WUV6 CAZA3_RAT
A0A0K0MCJ4 CAZM_CHAGB
Q27294 CAZ_DROME
Q8WU43 CB015_HUMAN
Q68DN1 CB016_HUMAN
Q3SYX3 CB042_BOVIN
Q9NWW7 CB042_HUMAN
Q4R907 CB042_MACFA
Q8R3C1 CB042_MOUSE
Q6ZSB3 CB046_HUMAN
Q96LS8 CB048_HUMAN
Q1JPL0 CB050_BOVIN
Q96LR7 CB050_HUMAN
Q8N535 CB052_HUMAN
Q6UXQ4 CB066_HUMAN
A4IFR8 CB068_BOVIN
A3KQ58 CB068_DANRE
Q2NKX9 CB068_HUMAN
Q149G0 CB068_MOUSE
Q4V817 CB068_XENLA
A0JMH2 CB069_DANRE
Q8N8R5 CB069_HUMAN
Q9D9H8 CB069_MOUSE
A6NCS6 CB072_HUMAN
Q9CYS6 CB072_MOUSE
A6QQL5 CB073_BOVIN
Q8N5S3 CB073_HUMAN
Q5SPV6 CB073_MOUSE
A8MZ97 CB074_HUMAN
Q810S2 CB074_MOUSE
Q32KX9 CB076_BOVIN
Q66IB8 CB076_DANRE
Q3KRA6 CB076_HUMAN
Q9CRW3 CB076_MOUSE
Q5RBS7 CB076_PONAB
Q6DJH5 CB076_XENLA
A4IGN3 CB076_XENTR
A6NCI8 CB078_HUMAN
Q3V0A6 CB078_MOUSE
Q0P641 CB080_HUMAN
Q8C3M9 CB080_MOUSE
Q5RDL5 CB080_PONAB
A8NIX5 CB081_BOVIN
A6NN90 CB081_HUMAN
Q9DAQ4 CB081_MOUSE
Q6AXP4 CB081_RAT
Q53S99 CB083_HUMAN
Q6ZV80 CB091_HUMAN
A0A1B0GVN3 CB092_HUMAN
P12360 CB11_SOLLC
Q36718 CB120_HORVU
Q9SDM1 CB121_HORVU
P13869 CB12_PETHY
P10708 CB12_SOLLC
P27522 CB13_SOLLC
P0CJ48 CB1A_ARATH
Q8VZ87 CB1B_ARATH
P04778 CB1C_ARATH
P38581 CB1I_CARML
P27520 CB215_PEA
Q9SHR7 CB21_ARATH
P08221 CB21_CUCSA
P12327 CB21_EUGGR
P27518 CB21_GOSHI
P12328 CB21_LEMGI
P12329 CB21_MAIZE
P12330 CB21_ORYSJ
P04159 CB21_PEA
P04779 CB21_PETSP
P10049 CB21_PINTH
P84988 CB21_POPEU
P14584 CB21_RAPSA
P12332 CB21_SILLB
P13851 CB21_SINAL
P12471 CB21_SOYBN
P27492 CB21_TOBAC
P04784 CB21_WHEAT
P35387 CB222_PEA
Q9S7J7 CB22_ARATH
P08222 CB22_CUCSA
P08963 CB22_HORVU
P06671 CB22_MAIZE
P12331 CB22_ORYSJ
P07371 CB22_PEA
P04780 CB22_PETSP
P15192 CB22_PINSY
P84990 CB22_POPEU
P09755 CB22_SOYBN
Q9T2K9 CB22_SPIOL
P27493 CB22_TOBAC
Q7M1L0 CB23C_PEA
P92919 CB23_APIGR
P27523 CB23_HORVU
P12469 CB23_NICPL
A2XJ35 CB23_ORYSI
Q10HD0 CB23_ORYSJ
Q32904 CB23_PEA
P04781 CB23_PETSP
P15195 CB23_POLMU
P84991 CB23_POPEU
P27489 CB23_SOLLC
P09756 CB23_SOYBN
P20473 CB23_TETTH
P27494 CB23_TOBAC
Q9XF87 CB24_ARATH
Q9SQL2 CB24_PEA
P04782 CB24_PETSP
P14278 CB24_SOLLC
P27495 CB24_TOBAC
P12470 CB25_NICPL
P04783 CB25_PETSP
P14279 CB25_SOLLC
P09226 CB25_TETTH
P27496 CB25_TOBAC
P12062 CB26_PETSP
P0DPF5 CB27A_HUMAN
P0DPF6 CB27B_HUMAN
P27491 CB27_TOBAC
P0DPG6 CB28_CONMR
P27490 CB28_PEA
Q93WD2 CB29_CHLRE
P27497 CB29_MAIZE
P15193 CB2A_PINSY
P24006 CB2A_PYRPY
P14274 CB2A_SOLLC
P12333 CB2A_SPIOL
P15194 CB2B_PINSY
P07370 CB2B_SOLLC
Q9T2L0 CB2B_SPIOL
P14275 CB2C_SOLLC
Q9T2L1 CB2C_SPIOL
P10707 CB2D_SOLLC
P14276 CB2E_SOLLC
P14277 CB2F_SOLLC
P07369 CB2G_SOLLC
P38582 CB2I_CARML
P22686 CB2_CHLMO
P14273 CB2_CHLRE
P20865 CB2_DUNSA
P27517 CB2_DUNTE
P15773 CB2_MALDO
P20866 CB2_PHYPA
P83630 CB30_HYDMC
Q9H9S4 CB39L_HUMAN
Q9DB16 CB39L_MOUSE
Q9S7M0 CB3_ARATH
Q00827 CB48_MAIZE
Q07473 CB4A_ARATH
P27524 CB4A_SOLLC
Q9XF88 CB4B_ARATH
P27525 CB4B_SOLLC
Q9S7W1 CB4C_ARATH
P36494 CB4_SPIOL
Q567I9 CB5D1_DANRE
Q6P9G0 CB5D1_HUMAN
Q5NCY3 CB5D1_MOUSE
Q5R4Q5 CB5D1_PONAB
Q5PPR6 CB5D1_XENLA
Q0IHR1 CB5D1_XENTR
Q9XF89 CB5_ARATH
C0SVV6 CB60A_ARATH
Q9FKL6 CB60B_ARATH
C0SV51 CB60C_ARATH
Q0WVV6 CB60D_ARATH
F4IPM3 CB60E_ARATH
F4JR57 CB60F_ARATH
F4K2R6 CB60G_ARATH
Q9C9K1 CB7_ARATH
Q44256 CBAA_COMTE
Q44257 CBAB_COMTE
A5JTM6 CBACL_PSEUC
Q44258 CBAC_COMTE
O85078 CBAD1_ARTSP
Q9LCU3 CBAD2_ARTSP
A5JTM5 CBADH_PSEUC
P13722 CBAL_GEOSE
Q8N350 CBARP_HUMAN
Q66L44 CBARP_MOUSE
P38578 CBA_CARML
P38579 CBB1_CARML
P38580 CBB2_CARML
P37102 CBBA_NITVU
P56540 CBBQ_ALLVI
Q51858 CBBQ_HYDTE
P58332 CBBR_RHIME
P52595 CBBR_RHORU
P52690 CBBR_RHOSH
P56885 CBBR_SINMW
P25545 CBBR_XANFL
M1UXG8 CBBX_CYAM1
Q9SCC7 CBBX_GUITH
P95648 CBBX_RHOSH
P40119 CBBYC_CUPNH
Q04541 CBBYP_CUPNH
Q94K71 CBBY_ARATH
O33513 CBBY_RHOCA
P95649 CBBY_RHOSH
P86831 CBCL1_ARTSP
P86832 CBCL2_ARTSP
Q8IVU9 CBCO1_HUMAN
Q8CDT7 CBCO1_MOUSE
O45599 CBD1_CAEEL
A6P6V9 CBDAS_CANSA
Q51601 CBDA_BURCE
Q51602 CBDB_BURCE
Q51603 CBDC_BURCE
A3DHD2 CBDP_HUNT2
P76364 CBEA_ECOLI
P19423 CBEP_COXBE
O74954 CBF11_SCHPO
O74412 CBF12_SCHPO
Q5A1E3 CBF1_CANAL
P49379 CBF1_KLULA
P17106 CBF1_YEAST
Q0PAS1 CBF2_CAMJE
A1VYV6 CBF2_CAMJJ
P32504 CBF3A_YEAST
P40969 CBF3B_YEAST
P35203 CBF3C_YEAST
Q9LD90 CBF5_ARATH
O43102 CBF5_ASPFU
O43101 CBF5_CANAL
G0SGK0 CBF5_CHATD
O43100 CBF5_EMENI
O13473 CBF5_KLULA
O14007 CBF5_SCHPO
P33322 CBF5_YEAST
O97101 CBFA_DICDI
P85510 CBG29_UNIPI
P85509 CBG50_UNIPI
P85508 CBG95_UNIPI
E1BF81 CBG_BOVIN
P08185 CBG_HUMAN
Q60543 CBG_MESAU
Q06770 CBG_MOUSE
Q9GK37 CBG_PIG
Q9ZT64 CBG_PINCO
Q5R9E3 CBG_PONAB
P23775 CBG_RABIT
P31211 CBG_RAT
P50451 CBG_SAISC
P49920 CBG_SHEEP
B2D1U1 CBG_URSAR
O14423 CBH1_SCHPO
O60108 CBH2_SCHPO
A1CE97 CBHA_ASPCL
B0Y793 CBHA_ASPFC
B8N7G5 CBHA_ASPFN
Q4WNA2 CBHA_ASPFU
A2QPG2 CBHA_ASPNC
Q9UVS9 CBHA_ASPNG
Q2UBM3 CBHA_ASPOR
Q0CRF7 CBHA_ASPTN
Q5B2Q4 CBHA_EMENI
A1DMA5 CBHA_NEOFI
O59843 CBHB_ASPAC
A1CU44 CBHB_ASPCL
B0Y8K2 CBHB_ASPFC
Q4WM08 CBHB_ASPFU
A2QAI7 CBHB_ASPNC
Q9UVS8 CBHB_ASPNG
Q0CMT2 CBHB_ASPTN
Q8NK02 CBHB_EMENI
A1DNL0 CBHB_NEOFI
A1CCN4 CBHC_ASPCL
B0XWL3 CBHC_ASPFC
Q4WFK4 CBHC_ASPFU
A2QYR9 CBHC_ASPNC
Q0CFP1 CBHC_ASPTN
Q5B2E8 CBHC_EMENI
A1DJQ7 CBHC_NEOFI
P26688 CBHE_COXBU
Q8J0D2 CBHRE_GEOS1
P54965 CBH_CLOPE
Q06115 CBH_LACPL
O28054 CBIA_ARCFU
Q9KBM8 CBIA_BACHD
O87698 CBIA_BACME
Q8RCP4 CBIA_CALS4
Q97JB1 CBIA_CLOAB
Q897K3 CBIA_CLOTE
Q3ZA71 CBIA_DEHM1
Q3ZWJ9 CBIA_DEHMC
Q8R659 CBIA_FUSNN
Q7NF32 CBIA_GLOVI
Q5V341 CBIA_HALMA
Q9HPL7 CBIA_HALSA
A4G3R1 CBIA_HERAR
A5VM87 CBIA_LACRD
B2G9J4 CBIA_LACRJ
Q75FQ8 CBIA_LEPIC
Q8EXQ4 CBIA_LEPIN
Q92CL7 CBIA_LISIN
Q720N8 CBIA_LISMF
Q8Y7T0 CBIA_LISMO
A0L8B9 CBIA_MAGMM
Q8TK00 CBIA_METAC
Q46FL0 CBIA_METBF
Q58816 CBIA_METJA
A4FW46 CBIA_METM5
A6VH63 CBIA_METM7
A5UMJ2 CBIA_METS3
Q2NHQ3 CBIA_METST
O27509 CBIA_METTH
A6UQC1 CBIA_METVS
Q3A7A3 CBIA_PELCD
A1AT17 CBIA_PELPD
Q6L2V8 CBIA_PICTO
Q980B1 CBIA_SACS2
P29946 CBIA_SALTY
A3CL56 CBIA_STRSV
Q4JAI7 CBIA_SULAC
Q975N0 CBIA_SULTO
Q5MZU1 CBIA_SYNP6
P73002 CBIA_SYNY3
Q9HIX6 CBIA_THEAC
Q97BP4 CBIA_THEVO
A9MLR0 CBIB_SALAR
Q57MW3 CBIB_SALCH
Q5PDS9 CBIB_SALPA
A9MT86 CBIB_SALPB
Q8Z5M7 CBIB_SALTI
Q05600 CBIB_SALTY
O87692 CBIC_BACME
Q8EXP7 CBIC_LEPIN
Q58340 CBIC_METJA
O26329 CBIC_METTH
Q05601 CBIC_SALTY
P74304 CBIC_SYNY3
A1TI97 CBID_ACIAC
Q8UBQ6 CBID_AGRFC
A6TJE5 CBID_ALKMQ
A8MG25 CBID_ALKOO
O29535 CBID_ARCFU
O87693 CBID_BACME
A5EGH4 CBID_BRASB
B2S6D5 CBID_BRUA1
Q2YQL5 CBID_BRUA2
Q57CK0 CBID_BRUAB
A9M5W0 CBID_BRUC2
C0RJR0 CBID_BRUMB
Q8YHU3 CBID_BRUME
A5VR64 CBID_BRUO2
Q8G018 CBID_BRUSU
B1YQE3 CBID_BURA4
Q1BWA2 CBID_BURCA
B1K168 CBID_BURCC
A0K7F1 CBID_BURCH
B4E9C7 CBID_BURCJ
Q39GJ4 CBID_BURL3
A9AHY0 CBID_BURM1
Q62KC5 CBID_BURMA
Q63U59 CBID_BURPS
Q2SVY2 CBID_BURTA
A4JEB6 CBID_BURVG
Q7NXR0 CBID_CHRVO
A8AEP5 CBID_CITK8
Q97JA9 CBID_CLOAB
A7FSI4 CBID_CLOB1
C3L308 CBID_CLOB6
A6LVU2 CBID_CLOB8
B2UXF7 CBID_CLOBA
B2TPG6 CBID_CLOBB
A5I0C8 CBID_CLOBH
C1FVD5 CBID_CLOBJ
B1IHE5 CBID_CLOBK
A7GBX9 CBID_CLOBL
B1KY30 CBID_CLOBM
Q180S8 CBID_CLOD6
B9DZM2 CBID_CLOK1
A5N646 CBID_CLOK5
A0Q345 CBID_CLONN
Q0TR61 CBID_CLOP1
Q8XL16 CBID_CLOPE
Q0STJ5 CBID_CLOPS
Q897K1 CBID_CLOTE
B8HS30 CBID_CYAP4
Q47FE4 CBID_DECAR
Q24Q31 CBID_DESHY
Q6ARS6 CBID_DESPS
P61984 CBID_DESVH
C5BFT8 CBID_EDWI9
Q8REW8 CBID_FUSNN
B5EC81 CBID_GEOBB
B9M7V0 CBID_GEODF
Q5KZ00 CBID_GEOKA
Q39YF3 CBID_GEOMG
P61985 CBID_GEOSL
C6E679 CBID_GEOSM
C5DAN8 CBID_GEOSW
A4IP00 CBID_GEOTN
Q7NK51 CBID_GLOVI
Q2S8B2 CBID_HAHCH
A1WYD1 CBID_HALHL
B5XUU2 CBID_KLEP3
A6TDC4 CBID_KLEP7
Q04NF4 CBID_LEPBJ
Q04WN5 CBID_LEPBL
P61986 CBID_LEPIC
Q8EXP6 CBID_LEPIN
Q92CL4 CBID_LISIN
C1L299 CBID_LISMC
Q720N5 CBID_LISMF
B8DC39 CBID_LISMH
Q8Y7S7 CBID_LISMO
A0AHT7 CBID_LISW6
Q2W3X9 CBID_MAGSA
A6W0Q2 CBID_MARMS
A6UT10 CBID_META3
Q8TTB6 CBID_METAC
A7I7N1 CBID_METB6
Q46CE4 CBID_METBF
Q12VD1 CBID_METBU
Q9X7G7 CBID_METC4
Q605I7 CBID_METCA
Q2FRR2 CBID_METHJ
Q60342 CBID_METJA
Q8TYG5 CBID_METKA
A4FWX4 CBID_METM5
A9AAB0 CBID_METM6
A6VGE3 CBID_METM7
Q8PWA9 CBID_METMA
A3CSU7 CBID_METMJ
P61988 CBID_METMP
A5ULG4 CBID_METS3
Q2NHX5 CBID_METST
O26899 CBID_METTH
A6UPK3 CBID_METVS
Q2RJI7 CBID_MOOTA
Q8YT79 CBID_NOSS1
A6X049 CBID_OCHA4
B2JRI2 CBID_PARP8
B2TBS5 CBID_PARPJ
Q13MI0 CBID_PARXL
Q3A7A9 CBID_PELCD
A1ANJ7 CBID_PELPD
Q7N2S8 CBID_PHOLL
Q3V8B2 CBID_PICTO
A1VP90 CBID_POLNA
Q129V0 CBID_POLSJ
B4S8C4 CBID_PROA2
A2BZD8 CBID_PROM1
A8G222 CBID_PROM2
A2C5P1 CBID_PROM3
A2BTY3 CBID_PROM5
Q31DE8 CBID_PROM9
Q7VEH6 CBID_PROMA
Q7V9B0 CBID_PROMM
Q7V3N8 CBID_PROMP
Q46I27 CBID_PROMT
Q48DG3 CBID_PSE14
A6V3I3 CBID_PSEA7
B7V6W0 CBID_PSEA8
Q02P70 CBID_PSEAB
Q9HZT9 CBID_PSEAE
Q1I4B1 CBID_PSEE4
Q4KIY6 CBID_PSEF5
A5W9L9 CBID_PSEP1
Q3KIR0 CBID_PSEPF
B0KK08 CBID_PSEPG
Q88DJ4 CBID_PSEPK
B1J5X5 CBID_PSEPW
Q87VQ6 CBID_PSESM
Q4ZN23 CBID_PSEU2
Q8ZZB0 CBID_PYRAE
Q8XS59 CBID_RALSO
Q8GDE1 CBID_RHORT
Q1AYB7 CBID_RUBXD
B8I0Q1 CBID_RUMCH
Q97WC6 CBID_SACS2
B5EWZ8 CBID_SALA4
A8M4X3 CBID_SALAI
A9MLR2 CBID_SALAR
Q57MW5 CBID_SALCH
B5FM00 CBID_SALDC
B5QYY9 CBID_SALEP
B4T8Y4 CBID_SALHS
B4SX00 CBID_SALNS
Q5PDT5 CBID_SALPA
A9MT88 CBID_SALPB
C0Q1P4 CBID_SALPC
B5BG44 CBID_SALPK
B4TZR1 CBID_SALSV
Q8Z5M8 CBID_SALTI
A4X7W7 CBID_SALTO
Q05628 CBID_SALTY
Q4JBL6 CBID_SULAC
C3N0H9 CBID_SULIA
C4KJM9 CBID_SULIK
C3MJI6 CBID_SULIL
C3MTW9 CBID_SULIM
C3NJQ6 CBID_SULIN
C3N8G7 CBID_SULIY
Q96ZL3 CBID_SULTO
Q31RU7 CBID_SYNE7
Q2JI70 CBID_SYNJB
Q5N2F9 CBID_SYNP6
Q7UA54 CBID_SYNPX
Q3B0W2 CBID_SYNS9
Q3ANK8 CBID_SYNSC
P73423 CBID_SYNY3
B7IHG0 CBID_THEAB
Q9HKE5 CBID_THEAC
Q8DKT8 CBID_THEEB
B0K2K5 CBID_THEPX
P61989 CBID_THET2
Q97A63 CBID_THEVO
C4LFC1 CBID_TOLAT
P61987 CBID_TREDE
Q3MEA9 CBID_TRIV2
C5CPF1 CBID_VARPS
O87694 CBIET_BACME
Q58917 CBIE_METJA
P0A2H2 CBIE_SALTI
P0A2H1 CBIE_SALTY
O87696 CBIF_BACME
Q58973 CBIF_METJA
P0A2H0 CBIF_SALTI
P0A2G9 CBIF_SALTY
O87697 CBIG_BACME
Q58544 CBIG_METJA
Q05631 CBIG_SALTY
O29534 CBIHC_ARCFU
O87689 CBIH_BACME
Q58223 CBIH_METJA
O27454 CBIH_METTH
Q05590 CBIH_SALTY
O87691 CBIJ_BACME
Q57972 CBIJ_METJA
Q977V1 CBIJ_METMI
O27083 CBIJ_METTH
Q05591 CBIJ_SALTY
P72711 CBIJ_SYNY3
Q72CB8 CBIKC_DESVH
Q72EC8 CBIKP_DESVH
Q05592 CBIK_SALTY
Q58181 CBIL_METJA
Q05593 CBIL_SALTY
Q46D59 CBIM1_METBF
A2SQF0 CBIM1_METLZ
B8GJG9 CBIM1_METPE
A1ANC7 CBIM1_PELPD
Q46AL8 CBIM2_METBF
A2SSE8 CBIM2_METLZ
B8GEB7 CBIM2_METPE
A1ANE2 CBIM2_PELPD
A2SSD6 CBIMQ_METLZ
D9QVP6 CBIM_ACEAZ
E3PSD4 CBIM_ACESD
B7GLU2 CBIM_ANOFW
O29530 CBIM_ARCFU
Q3AE25 CBIM_CARHZ
